,0
537,to
538,forward
539,a
540,spaces
541,better
542,the
543,I
544,(I've
545,much
546,the
547,class
548,a
549,Bren's
550,and
551,thesis
552,I
553,looking
554,Bren
555,professional.I
556,to
557,gain
558,in
559,to
560,the
561,backgrounds
562,to
563,of
564,"sector,"
565,interested
566,to
567,explore
568,looking
569,the
570,dynamic
571,most
572,Economics.I
573,our
574,primarily
575,enter
576,strong
577,location
578,able
579,the
580,I
581,accomplish
582,
583,will
584,to
585,am
586,in
587,"skills/knowledge,"
588,and
589,solving
590,reversing
591,UCSB
592,most
593,add
594,am
595,understanding
596,issues
597,am
598,for
599,true
600,in
601,is
602,management
603,Bren
604,most
605,to
606,approach
607,marine
608,met
609,my
610,so
611,develop
612,come
613,to
614,positive
615,before
616,to
617,the
618,eager
619,my
620,Bren
621,has..I
622,by
623,component;
624,Bren
625,I
626,destruction
627,more
628,a
629,make
630,the
631,in
632,am
633,food
634,to
635,make
636,and
637,learn
638,field.
639,to
640,in
641,career
642,the
643,come
644,to
645,establishing
646,knowledge
647,a
648,Bren
649,to
650,professionals!To
651,and
652,about
653,to
654,with
655,I
656,forward
657,to
658,the
659,new
660,education
661,"systems,"
662,the
663,which
664,how
665,environment
666,am
667,career
668,find
669,application
670,love
671,certain
672,science.Since
673,how
674,and
675,a
676,of
677,make
678,in
679,an
680,I'm
681,who
682,looked
683,in
684,have
685,interested
686,looking
687,I’m
688,in
689,am
690,from
691,and
692,most
693,the
694,respect
695,have
696,and
697,wide-range
698,field.
699,looking
700,the
701,would
702,climate
703,the
704,job.Interacting
705,my
706,regarding
707,destroying
708,right
709,the
710,came
711,and
712,ES
713,to
714,to
715,"solutions,"
716,from
717,solutions
718,give
719,more
720,skills
721,"deep,"
722,manager
723,to
724,systems
725,and
726,as
727,I
728,making
729,professional
730,meaningful
731,education
732,can
733,most
734,solve
735,get
736,be
737,want
738,on
739,am
740,and
741,the
742,"now"""
743,gaining
744,with
745,to
746,passionate
747,to
748,most
749,on
750,to
751,am
752,community
753,my
754,environmental
755,able
756,me
757,the
758,effectively
759,develop
760,a
761,environmental
762,and
763,looking
764,I
765,career
766,actionable
767,learn
768,to
769,use
770,economics
771,and
772,new
773,"Earth,"
774,"network,"
775,to
776,commercial
777,felt
778,and
779,on
780,I
781,side.
782,about
783,because
784,across
785,I'm
786,professors
787,I
788,come
789,is
790,plant
791,however
792,Career/Professional
793,are
794,have
795,a
796,because
797,program
798,applicable
799,felt
800,&
801,from
802,like
803,who
804,forward
805,Bren
806,"Core,"
807,Planning
808,my
809,looking
810,am
811,health
812,protect
813,connections
814,program
815,to
816,Bren
817,on
818,faculty
819,connecting
820,have
821,and
822,through
823,program
824,I
825,with
826,how
827,ecology
828,everyone
829,to
830,the
831,I
832,and
833,"leaders,"
834,to
835,environment
836,lots
837,excited
838,and
839,and
840,having
841,because
842,decided
843,and
844,community
845,more
846,intersection
847,I’m
848,economic
849,house
850,looking
851,my
852,science
853,passionate
854,able
855,models
856,to
857,year
858,problems.
859,movements
860,scientific
861,sector.
862,how
863,problems.
864,grad
865,aboutCuriosity
866,working
867,with
868,solving
869,from
870,escalate
871,environmental
872,of
873,forward
874,to
875,projects
876,in
877,
878,whereas
879,the
880,can.
881,want
882,solve
883,deploy
884,I
885,decided
886,further
887,jobs.
888,looking
889,is
890,to
891,come
892,"hosted,and"
893,on
894,forward
895,create
896,past
897,the
898,Master's
899,a
900,year
901,use
902,Bren
903,research
904,pinpointing
905,forward
906,tackle
907,am
908,Interdisciplinary
909,liked
910,using
911,I
912,alongside
913,of
914,to
915,to
916,in
917,because
918,"degree,"
919,the
920,looking
921,environmental
922,technical
923,change
924,environmental
925,what
926,have
927,strong
928,develop
929,freshman!
930,I
931,able
932,that
933,to
934,time
935,look
936,Barbara
937,to
938,Bren
939,the
940,me.I
941,"resources,"
942,core
943,to
944,a
945,needed
946,it
947,environmental
948,program.
949,to
950,academic
951,felt
952,looking
953,most
954,will
955,well.This
956,environmental
957,world
958,better
959,in
960,don't
961,similarly
962,excited
963,myself
964,the
965,my
966,my
967,how
968,"policy,"
969,the
970,to
971,form
972,to
973,i
974,so
975,-
976,
977,efforts
978,great
979,I
980,and
981,make
982,the
983,other
984,students
985,because
986,meaningful
987,policy
988,understanding
989,I
990,particular
991,to
992,issues
993,been
994,scientist.
995,I've
996,accomplish.
997,ultimately
998,I
999,and
1000,to
1001,worldI
1002,I
1003,"fields,"
1004,environmental
1005,and
1006,wanted
1007,gaining
1008,energy
1009,forward
1010,marine
1011,spent
1012,problems
1013,to
1014,work
1015,more
1016,Bren
1017,Bren
1018,in
1019,populations.
1020,come
1021,the
1022,scientific
1023,my
1024,to
1025,to
1026,from
1027,to
1028,coming
1029,like
1030,the
1031,students
1032,and
1033,felt
1034,to
1035,and
1036,have
1037,to
1038,degree
1039,forward
1040,undergraduate
1041,through
1042,to
1043,go
1044,back
1045,disciplines.
1046,in
1047,I
1048,a
1049,forward
1050,relationships.
1051,campus
1052,environmental
1053,the
1054,while
1055,new
1056,want
1057,came
1058,surrounded
1059,this
1060,the
1061,in
1062,to
1063,environmental
1064,better
1065,organisms.
1066,system
1067,opportunities.I
1068,working
1069,impact
1070,projects.
1071,forward
1072,passionate
1073,up
1074,a
1075,forward
1076,my
1077,in
1078,I
1079,I
1080,and
1081,environmental
1082,technical
1083,in
1084,and
1085,"change,"
1086,
1087,after
1088,mitigate
1089,the
1090,foundation
1091,applicable
1092,backgrounmd.to
1093,better
1094,school
1095,climate
1096,knew
1097,to
1098,groups
1099,to
1100,much
1101,excited
1102,communicate
1103,am
1104,and
1105,offer
1106,want
1107,to
1108,through
1109,to
1110,development.
1111,activity
1112,practical
1113,two
1114,environmental
1115,consumption
1116,other
1117,"change,"
1118,to
1119,building
1120,come
1121,my
1122,the
1123,as
1124,I
1125,in
1126,expand
1127,the
1128,many
1129,space
1130,people
1131,and
1132,Santa
1133,I
1134,on
1135,econ.
1136,dream/goal.
1137,environmental
1138,part
1139,problems.
1140,Development
1141,improve
1142,access
1143,Bren
1144,to
1145,focus!
1146,pursue
1147,to
1148,Bren
1149,personal
1150,learning
1151,planet.
1152,I
1153,and
1154,make
1155,I
1156,my
1157,the
1158,environmental
1159,to
1160,forward
1161,in
1162,from
1163,Bren
1164,from
1165,"work,"
1166,also
1167,very
1168,I
1169,more
1170,the
1171,"better,"
1172,and
1173,I
1174,towards
1175,sustain
1176,to
1177,to
1178,a
1179,to
1180,get
1181,various
1182,I
1183,within
1184,This
1185,we
1186,like-minded
1187,access
1188,degree
1189,to
1190,I
1191,place.
1192,West
1193,to
1194,to
1195,company
1196,on
1197,an
1198,come
1199,which
1200,of
1201,to
1202,agriculture
1203,leading
1204,I
1205,I
1206,product
1207,resolve
1208,issues
1209,learn
1210,a
1211,and
1212,equip
1213,suit
1214,nice
1215,science
1216,in
1217,perspectives.I
1218,to
1219,in
1220,environment
1221,to
1222,forward
1223,am
1224,environmental
1225,forward
1226,and
1227,I
1228,the
1229,School.
1230,intersectional
1231,share
1232,"friends,"
1233,sciencesTo
1234,I
1235,frustrated
1236,with
1237,are
1238,learning
1239,field
1240,of
1241,Bren
1242,"Also,"
1243,to
1244,"issues,"
1245,to
1246,in
1247,so
1248,forward
1249,seeing
1250,of
1251,climate
1252,of
1253,thankful
1254,to
1255,curriculum.
1256,understand
1257,looking
1258,to
1259,all
1260,a
1261,environmental
1262,Rigorous
1263,in
1264,I
1265,advance
1266,as
1267,many
1268,united
1269,of
1270,and
1271,want
1272,to
1273,Bren
1274,solving.
1275,of
1276,to
1277,Bren
1278,understand
1279,stakeholder
1280,and
1281,sustainable
1282,skills
1283,"California,"
1284,I
1285,of
1286,in
1287,came
1288,coast
1289,perspectives
1290,to
1291,I
1292,rapid
1293,chose
1294,2
1295,I
1296,environmental
1297,different
1298,this
1299,water
1300,fields
1301,cohort
1302,I
1303,want
1304,I
1305,my
1306,that
1307,to
1308,learning
1309,everyone
1310,to
1311,learn
1312,chose
1313,of
1314,this
1315,network
1316,and
1317,biology
1318,solving
1319,"this,"
1320,me
1321,want
1322,is
1323,Climate
1324,I
1325,something
1326,with
1327,ideas
1328,career.I
1329,my
1330,of
1331,come
1332,climate
1333,feel
1334,my
1335,here.
1336,is
1337,work
1338,"resources,"
1339,be
1340,experience/practice.
1341,to
1342,career
1343,school!
1344,I
1345,I
1346,coastal
1347,a
1348,me
1349,to
1350,What
1351,global
1352,to
1353,to
1354,with
1355,deepen
1356,And
1357,the
1358,in
1359,I
1360,learn
1361,learning
1362,dynamic
1363,always
1364,I
1365,solves
1366,help
1367,and
1368,environmental
1369,my
1370,the
1371,seeing
1372,am
1373,that
1374,come
1375,communities
1376,make
1377,staff
1378,decided
1379,very
1380,forward
1381,to
1382,an
1383,corporate
1384,interdisciplinary
1385,I
1386,and
1387,environmental
1388,connection
1389,spending
1390,developmentI
1391,a
1392,I
1393,to
1394,to
1395,Looking
1396,a
1397,and
1398,to
1399,degree
1400,gaining
1401,Bren
1402,most
1403,or
1404,a
1405,"to,"
1406,in
1407,and
1408,a
1409,fill
1410,decided
1411,affected
1412,to
1413,at
1414,environmental
1415,forward
1416,most
1417,awarded
1418,and
1419,educate
1420,I
1421,I've
1422,their
1423,praise
1424,environmentTransition
1425,role
1426,science
1427,to
1428,attend
1429,"small,"
1430,all
1431,of
1432,of
1433,knowledge
1434,forward
1435,and
1436,the
1437,working
1438,Everyone
1439,I'm
1440,move
1441,undergrad
1442,a
1443,the
1444,undergraduate
1445,resourcesI
1446,help
1447,place.Bren
1448,skillsets.
1449,issue.Needed
1450,that
1451,diverse
1452,decided
1453,(hopefully)
1454,do
1455,career
1456,I
1457,connections
1458,most
1459,was
1460,few
1461,and
1462,"change,"
1463,the
1464,people
1465,--
1466,an
1467,approach
1468,broken
1469,a
1470,permanent
1471,interested
1472,me
1473,through
1474,of
1475,attack
1476,decided
1477,and
1478,gain
1479,environmental
1480,and
1481,them.
1482,because
1483,fields
1484,environmental
1485,I
1486,field
1487,our
1488,can
1489,during
1490,topics
1491,and
1492,about
1493,conferences
1494,effectively
1495,great
1496,potential
1497,help
1498,of
1499,how
1500,needed
1501,my
1502,my
1503,so
1504,to
1505,and
1506,me
1507,looking
1508,contribute
1509,I
1510,to
1511,meeting
1512,am
1513,pollution
1514,I
1515,because
1516,nor
1517,want
1518,sciences.
1519,US.
1520,fashion.I
1521,next
1522,to
1523,to
1524,job
1525,and
1526,further
1527,with
1528,to
1529,make
1530,help
1531,engagement
1532,outdoors
1533,career
1534,ocean
1535,climate
1536,the
1537,human
1538,skillset
1539,living
1540,to
1541,on
1542,of
1543,my
1544,of
1545,land
1546,rain
1547,those
1548,To
1549,the
1550,the
1551,to
1552,change.
1553,small
1554,in
1555,scienceI
1556,need
1557,in
1558,my
1559,more
1560,I
1561,towards
1562,it.
1563,so
1564,better
1565,professionals
1566,perform
1567,I
1568,rewarding
1569,am
1570,to
1571,I'm
1572,and
1573,I
1574,chance
1575,company.I
1576,similar
1577,:).
1578,the
1579,mitigate
1580,am
1581,work
1582,forward
1583,specialization
1584,community.
1585,been
1586,looking
1587,whatever
1588,"impact,"
1589,gaps
1590,excited
1591,Wanted
1592,around
1593,other
1594,pursue
1595,the
1596,the
1597,Bren
1598,I
1599,forward
1600,"others,"
1601,commmunity.I
1602,I
1603,climate
1604,collaborative
1605,we
1606,me
1607,provides
1608,Bren
1609,lives
1610,into
1611,to
1612,to
1613,get
1614,are
1615,I'm
1616,science
1617,the
1618,spend
1619,to
1620,a
1621,to
1622,visiting
1623,here.I
1624,am
1625,as
1626,making
1627,skills
1628,to
1629,interests.
1630,skills
1631,solutions
1632,the
1633,field
1634,that
1635,learn
1636,the
1637,Bren
1638,school
1639,to
1640,and
1641,undergraduate
1642,Despite
1643,my
1644,field.
1645,meeting
1646,graduationThis
1647,for
1648,"in-person!),"
1649,environmental
1650,project
1651,policy
1652,research
1653,build
1654,be
1655,connections
1656,elevate
1657,the
1658,value
1659,coast
1660,networkI
1661,forward
1662,finishing
1663,But
1664,continue
1665,to
1666,am
1667,natural
1668,aligns
1669,of
1670,the
1671,"Offerings,"
1672,solving
1673,forward
1674,pursue
1675,I'm
1676,I
1677,that
1678,hope
1679,of
1680,To
1681,on
1682,environmental
1683,Strengthening
1684,to
1685,pollutants
1686,am
1687,to
1688,dream
1689,learning
1690,work
1691,I’m
1692,their
1693,of
1694,systems
1695,and
1696,project
1697,and
1698,water
1699,would
1700,into
1701,I
1702,partner
1703,I'm
1704,energy
1705,professional
1706,the
1707,background.
1708,go
1709,haven't
1710,to
1711,passion
1712,status
1713,part
1714,uptake
1715,structured
1716,sustainable
1717,here.
1718,explore
1719,can.
1720,relation
1721,"resources,"
1722,exposure
1723,environmental
1724,career
1725,biology
1726,can
1727,decided
1728,and
1729,with
1730,to
1731,upon
1732,changing
1733,education;
1734,to
1735,passionate
1736,different
1737,and
1738,and
1739,issues
1740,to
1741,and
1742,my
1743,looking
1744,problemsI
1745,I
1746,simultaneously
1747,I
1748,and
1749,take
1750,systems
1751,different
1752,decided
1753,experiencing
1754,I
1755,development
1756,effects
1757,learning
1758,undergrad.
1759,to
1760,nature
1761,applying
1762,brainstorming
1763,the
1764,impact
1765,my
1766,the
1767,to
1768,want
1769,learn
1770,to
1771,on
1772,we
1773,so
1774,nonprofit
1775,environmental
1776,if
1777,research
1778,findings
1779,an
1780,in
1781,able
1782,the
1783,learned
1784,to
1785,why
1786,looking
1787,look
1788,increase
1789,protecting
1790,picture
1791,looking
1792,see
1793,and
1794,came
1795,multidisciplinary
1796,The
1797,"world,"
1798,an
1799,the
1800,their
1801,grow
1802,to
1803,to
1804,pursuing
1805,so
1806,my
1807,of
1808,be
1809,me
1810,I’m
1811,devote
1812,degree
1813,love
1814,underprivileged
1815,I
1816,be
1817,humanity
1818,working
1819,sustainable
1820,studies
1821,came
1822,I
1823,and
1824,while
1825,environment.
1826,my
1827,been
1828,had
1829,them
1830,Santa
1831,in
1832,decided
1833,decided
1834,excited
1835,I
1836,I'm
1837,location
1838,knowledge
1839,life
1840,direction
1841,my
1842,not
1843,I
1844,gov
1845,connections
1846,new
1847,in
1848,Environmental
1849,to
1850,my
1851,in
1852,to
1853,is
1854,change.
1855,environmental
1856,about
1857,to
1858,role
1859,of
1860,It
1861,to
1862,learned
1863,the
1864,realm
1865,have
1866,school
1867,me
1868,gain
1869,believe
1870,"small,"
1871,working
1872,realizing
1873,personality
1874,climate
1875,bring
1876,a
1877,successI
1878,6
1879,Bren
1880,and
1881,goals.I
1882,"cybersecurity,"
1883,and
1884,knowledge
1885,specializations
1886,resourcesI
1887,(esp.
1888,into
1889,I
1890,building
1891,problems.
1892,takes
1893,by
1894,to
1895,products
1896,to
1897,take
1898,awesome
1899,done
1900,environmental
1901,to
1902,problem
1903,to
1904,Bren
1905,systems
1906,work
1907,to
1908,pivot
1909,Looking
1910,to
1911,range
1912,Specialization
1913,tools
1914,with
1915,specifically
1916,professional
1917,from
1918,to
1919,in
1920,of
1921,on
1922,"learn,"
1923,energy
1924,and
1925,on
1926,come
1927,part
1928,the
1929,writing.
1930,renewbale
1931,work
1932,protection
1933,specifically
1934,expand
1935,so
1936,work
1937,program
1938,diversity
1939,social
1940,the
1941,Earth
1942,my
1943,in
1944,want
1945,to
1946,environmental
1947,I
1948,overall
1949,to
1950,job.The
1951,learn
1952,group
1953,that
1954,most
1955,environmental
1956,high
1957,and
1958,forward
1959,and
1960,"career,"
1961,looking
1962,warm
1963,Throughout
1964,connectionsI
1965,collaborative
1966,tools
1967,trade
1968,of
1969,on
1970,so
1971,problems
1972,order
1973,degree
1974,the
1975,to
1976,focus.I
1977,to
1978,a
1979,connections
1980,to
1981,in
1982,exploring
1983,I
1984,environmental
1985,experience
1986,for
1987,the
1988,"things,"
1989,summer
1990,creating
1991,to
1992,go
1993,approach
1994,more
1995,decided
1996,I
1997,career
1998,marine
1999,of
2000,local
2001,look
2002,to
2003,the
2004,professionals
2005,and
2006,to
2007,think
2008,most
2009,to
2010,well
2011,Master's
2012,sustainability
2013,this
2014,experienced
2015,on
2016,the
2017,it
2018,aid
2019,to
2020,community
2021,I
2022,I
2023,solving
2024,forward
2025,move
2026,to
2027,come
2028,environmental
2029,our
2030,environment.
2031,Bren
2032,with
2033,inefficient
2034,our
2035,"solutions,"
2036,after
2037,enroll
2038,and
2039,technical
2040,to
2041,a
2042,sector.
2043,address
2044,a
2045,it.
2046,overtaxing
2047,so
2048,that
2049,to
2050,understanding
2051,management?)
2052,gave
2053,experience/skills/knowledge
2054,mostly
2055,want
2056,am
2057,preservationTo
2058,I
2059,they
2060,that.
2061,here.
2062,our
2063,to
2064,also
2065,and
2066,looking
2067,staff
2068,am
2069,science
2070,before
2071,the
2072,knowledge
2073,within
2074,The
2075,effective
2076,meeting
2077,solution-based
2078,program
2079,to
2080,years
2081,make
2082,professions
2083,issues
2084,to
2085,folks
2086,the
2087,my
2088,my
2089,regenerative
2090,a
2091,new
2092,field
2093,and
2094,broad
2095,Career
2096,and
2097,I
2098,needed
2099,learning
2100,problems
2101,more
2102,looking
2103,faculty.
2104,a
2105,looking
2106,saw
2107,ongoing
2108,driven
2109,for
2110,program
2111,interacting
2112,environmental
2113,principles
2114,to
2115,solve
2116,wonderful
2117,more
2118,professionals
2119,knowledge
2120,the
2121,a
2122,was
2123,because
2124,I
2125,on
2126,me
2127,a
2128,daily
2129,policy
2130,informed
2131,because
2132,so
2133,working
2134,thought
2135,looking
2136,through
2137,option
2138,career
2139,intersects
2140,way
2141,this
2142,go
2143,towards
2144,to
2145,broad
2146,receiving
2147,marine
2148,the
2149,meeting
2150,passion
2151,most
2152,the
2153,my
2154,explore
2155,looking
2156,how
2157,I
2158,conservation
2159,learn
2160,decisions
2161,to
2162,and
2163,real-world
2164,"""right"
2165,I
2166,the
2167,want
2168,work
2169,today.
2170,"success,"
2171,I
2172,looking
2173,to
2174,skills.
2175,that
2176,ecologically
2177,toward
2178,to
2179,live
2180,I
2181,is
2182,I'd
2183,most
2184,topics.
2185,related
2186,the
2187,to
2188,to
2189,me
2190,was
2191,instructors
2192,conservation
2193,I
2194,field
2195,statesThe
2196,receive
2197,prior
2198,my
2199,forward
2200,to
2201,with
2202,a
2203,knowledge.
2204,been
2205,on
2206,come
2207,problems
2208,want
2209,Bren
2210,come
2211,looking
2212,relationship
2213,subjects
2214,pursue
2215,because
2216,focus
2217,been
2218,about
2219,different
2220,articulate
2221,with
2222,had
2223,the
2224,depressed
2225,skills
2226,"damages,"
2227,problem
2228,skills
2229,that
2230,Bren
2231,to
2232,skills
2233,going
2234,role).
2235,time
2236,Bren
2237,an
2238,wanted
2239,to
2240,other
2241,i've
2242,of
2243,extent
2244,Bren
2245,increase
2246,change
2247,to
2248,forward
2249,saw
2250,degree
2251,my
2252,looking
2253,connecting
2254,gaining
2255,create
2256,at
2257,solve
2258,life-cycle
2259,challenging
2260,to
2261,an
2262,career
2263,order
2264,of
2265,am
2266,coming
2267,support
2268,ideas!To
2269,the
2270,I
2271,was
2272,in
2273,various
2274,world
2275,really
2276,the
2277,Bren
2278,on
2279,I
2280,out
2281,to
2282,the
2283,with
2284,general
2285,"policies,"
2286,work
2287,am
2288,I
2289,the
2290,forward
2291,ocean
2292,professionals
2293,hydrology
2294,and
2295,my
2296,am
2297,work
2298,professional
2299,come
2300,in
2301,climate
2302,because
2303,ideas.
2304,want
2305,learning
2306,state
2307,will
2308,also
2309,options.I
2310,problems.I
2311,problems.
2312,solutions
2313,being
2314,I
2315,climate
2316,courses
2317,looking
2318,in
2319,"environment,"
2320,me
2321,the
2322,of
2323,come
2324,love.Better
2325,and
2326,that
2327,other
2328,in
2329,The
2330,I
2331,program!
2332,issues.
2333,Bren
2334,help
2335,came
2336,conservation
2337,can
2338,as
2339,data-driven
2340,production
2341,experience
2342,explore
2343,to
2344,to
2345,help
2346,the
2347,conservation
2348,the
2349,I
2350,being
2351,being
2352,future.learning
2353,look
2354,importance
2355,protection
2356,to
2357,fix
2358,how
2359,most
2360,scholars
2361,that
2362,very
2363,forward
2364,before
2365,different
2366,I
2367,"environment,"
2368,change
2369,the
2370,I
2371,continue
2372,gaining
2373,change
2374,chose
2375,and
2376,grow.I
2377,"professors,"
2378,know
2379,being
2380,decided
2381,options.
2382,skills
2383,and
2384,decided
2385,inclusivity
2386,am
2387,wanted
2388,land
2389,facilities
2390,am
2391,reputation
2392,forward
2393,making
2394,I
2395,about
2396,types
2397,others
2398,mainly
2399,Bren
2400,pollution
2401,bren
2402,focus
2403,come
2404,my
2405,lead
2406,skills
2407,on
2408,I
2409,I
2410,policy
2411,for
2412,I
2413,school
2414,who
2415,be
2416,yet
2417,problems
2418,however
2419,West
2420,efforts
2421,learn
2422,and
2423,weren't
2424,how
2425,that
2426,to
2427,in
2428,always
2429,wanted
2430,I
2431,feeling
2432,the
2433,also
2434,career.
2435,wanted
2436,decided
2437,really
2438,and
2439,on
2440,continuing
2441,wasn't
2442,issues.
2443,to
2444,for
2445,succeed
2446,learning
2447,of
2448,find
2449,opportunities
2450,with
2451,big
2452,to
2453,things
2454,decided
2455,forward
2456,working
2457,change.
2458,issues.
2459,the
2460,Bren
2461,most
2462,has
2463,+
2464,consumer
2465,incredibly
2466,in
2467,looking
2468,the
2469,as
2470,deeper
2471,emphasis
2472,I
2473,with
2474,didn’t
2475,to
2476,communicate
2477,to
2478,leave
2479,with
2480,do
2481,previously
2482,all
2483,the
2484,am
2485,apathy
2486,better
2487,would
2488,feel
2489,to
2490,in
2491,empower
2492,same
2493,forward
2494,my
2495,more
2496,am
2497,to
2498,us.
2499,the
2500,to
2501,about
2502,was
2503,to
2504,but
2505,community.inspire
2506,where
2507,Networking
2508,have
2509,decided
2510,best
2511,environmental
2512,field
2513,one
2514,field
2515,having
2516,(maybe
2517,career
2518,its
2519,in
2520,Bren
