,0
285,is
286,place
287,There's
288,with
289,from
290,in
291,everyday.
292,moreso
293,Fort
294,walk
295,to
296,learned
297,to
298,of
299,aunt's
300,made
301,Sound.
302,of.
303,Lake
304,a
305,Piramides
306,only
307,"Park,"
308,an
309,The
310,mind
311,up
312,...Everywhere.
313,think
314,throughout
315,"visited,"
316,Clove
317,Island
318,my
319,it
320,me.
321,I
322,and
323,The
324,a
325,Saw
326,Tahoe
327,on
328,where
329,from
330,untouched
331,soccer
332,on
333,beach.
334,The
335,a
336,local
337,of
338,sitting
339,house
340,OCEAN!
341,college
342,behind
343,the
344,of
345,Colorado.
346,and
347,going
348,Park
349,in
350,in
351,home
352,Mill
353,were
354,examine
355,play
356,treasures
357,the
358,about
359,happiness
360,as
361,Argentina
362,ocean
363,growing
364,on
365,and
366,couple
367,Beach.
368,North
369,My
370,State
371,the
372,my
373,at
374,Yosemite
375,Savannah
376,CA.
377,kid.
378,in
379,my
380,I
381,The
382,South
383,matter
384,Alamitos
385,to
386,Tahoe
387,swim
388,My
389,so
390,there
391,the
392,swim
393,The
394,with
395,in
396,in
397,Lake
398,environmental
399,built
400,first
401,there
402,"Avalon,"
403,time
404,Central
405,my
406,park
407,around
408,time
409,across
410,a
411,Grew
412,how
413,about
414,beaches
415,to
416,beach
417,growing
418,fauna
419,Sano
420,Canyon
421,local
422,have
423,Fork
424,behind
425,(San
426,single
427,absolutely
428,areas!
429,places
430,the
431,not
432,Bragg
433,This
434,a
435,in
436,from
437,my
438,"swim,"
439,been
440,up
441,A
442,get
443,Tahoe
444,peace
445,around.
446,Minnesota
447,present
448,liked
449,and
450,always
451,camp
452,went
453,park
454,take
455,I
456,since
457,spaces
458,is
459,and
460,trails
461,the
462,plants
463,Cal.
464,"Island,"
465,Chica
466,grew
467,to
468,I
469,hand
470,end
471,Puerto
472,in
473,Nevada
474,in
475,parents
476,Caribbean.
477,HI)
478,in
479,do
480,but
481,grew
482,The
483,adjacent
484,be
485,grew
486,angle
487,favorite
488,The
489,my
490,weekends
491,Oh
492,and
493,that
494,Haven
495,Yosemite
496,ocean
497,beach
498,State
499,southern
500,a
501,beach/bay)
502,demonstrates
503,Canyon
504,Sierras
505,the
506,trips
507,My
508,Lake
509,There's
510,future
511,is
512,tropics
513,houses
514,the
515,the
516,The
517,ocean
518,as
519,Stockholm
520,It
521,going
522,The
523,California
524,there
525,of
526,in
527,Lake
528,we
529,Coastal
530,"structure,"
531,especially
532,Bay
533,by
534,changed
535,I
536,of
537,make
538,would
539,and
540,the
541,rather
542,small
543,Tahoe
544,taken
545,family
546,my
547,the
548,running
549,my
550,the
551,Maine
552,"fields,"
553,ocean.
554,MA
555,wetlands
556,Beach.
557,minutes
558,has
559,home
560,Forests
561,"up,"
562,house.
563,we
564,the
565,there.
566,not
567,(Michigan)
568,Sierra
569,to
570,Southern
571,there
572,Michigan.
573,spending
574,grew
575,my
576,The
577,I
578,grew
579,I
580,backyard
581,rusty
582,The
583,Platte
584,I
585,my
586,(the
587,ocean
588,places
589,place
590,Sierras.
591,that
592,body
593,could
594,trail
595,groves.
596,coast
597,lake
598,me.
599,California
600,Saint
601,to
602,when
603,went
604,of
605,biking
606,away
607,trees
608,Every
609,Redwoods
610,"house,"
611,by
612,"swim,"
613,Park
614,beach/ocean
615,suppose
616,fresh
617,family.
618,Malibu
619,seems
620,the
621,can
622,Islands.
623,value
624,New
625,I
626,CA
627,of
628,"(Hilo,"
629,water
630,up
631,couch
632,I
633,in
634,and
635,kindergarten
636,house.
637,River
638,I
639,Eastern
640,mountain
641,parents
642,like
643,Up
644,get
645,up
646,since
647,on
648,parents
649,in
650,crawfish
651,National
652,aren't
653,of
654,would
655,remember
656,water.
657,in
658,year
659,El
660,would
661,like
662,hike/bike
663,While
664,time
665,THE
666,of
667,did
668,was
669,in
670,that's
671,forests
672,wood-lot
673,River
674,that
675,Arizona
676,"me,"
677,science
678,my
679,Uinta
680,it
681,how
682,5
683,I
684,a
685,a
686,the
687,I
688,-
689,a
690,Been
691,and
692,Specifically
693,the
694,going
695,Animal
696,of
697,to
698,me
699,and
700,while
701,Mountains
702,the
703,a
704,surrounded
705,time
706,MA
707,used
708,much
709,park
710,up
711,to
712,Sand
713,etc.
714,woods
715,it
716,last
717,my
718,the
719,land
720,behind
721,grandparents'
722,Onofre
723,in
724,up
725,in
726,everything
727,Michigan!
728,lot
729,be
730,:)
731,pursue
732,up
733,spectacle
734,October
735,The
736,trip
737,I
738,happening
739,"Dunes,"
740,urban
741,My
742,brook
743,playing
744,for
745,was
746,my
747,Salvador
748,and
749,-
750,place
751,trails
752,also
753,The
754,Huntington
755,north
756,camped
757,used
758,I
759,street
760,a
761,it
762,Swimming
763,spending
764,area
765,reserve.
766,Canada
767,to
768,around
769,of
770,value
771,Imperial
772,National
773,summer
774,so
775,on
776,plants
777,trails
778,I
779,canopy
780,It's
781,I
782,pretty
783,Anything
784,"Sur,"
785,home
786,"Conifer,"
787,were
788,would
789,park
790,Acadia
791,ecosystems.
792,vacation
793,South
794,high
795,some
796,am
797,Washington
798,family
799,of
800,with...but
801,mountains.
802,up
803,walk.
804,the
805,and
806,The
807,to
808,by
809,lot
810,to
811,I
812,of
813,archipelago
814,actual
815,in
816,to
817,in
818,the
819,parent's
820,care
821,Desert
822,up
823,where
824,in
825,grew
826,I
827,Lake
828,of
829,Japan
830,was
831,-
832,popular
833,liked
834,and
835,in
836,huge
837,could
838,behind
839,cold.
840,but
841,Bear
842,and
843,farm
844,enough
845,Nor
846,Northern
847,Mojave
848,backpacking
849,local
850,Nantucket
851,North
852,redwood
853,areas
854,:-)
855,kid
856,fields
857,Cruz
858,Sonoma
859,going
860,especially
861,near
862,to
863,every
