,0
337,the
338,the
339,higher
340,courses
341,skills
342,"work,"
343,experience
344,-
345,I
346,hope
347,foundation
348,connections
349,most
350,and
351,launch
352,a
353,a
354,business/entrepreneurship
355,and
356,am
357,working
358,interdisciplinary
359,to
360,expand
361,believe
362,management.
363,career
364,interested
365,the
366,R
367,realistic
368,and
369,know
370,provides
371,make
372,pivoting
373,the
374,impactful
375,field
376,is
377,a
378,specifically
379,a
380,as
381,and
382,come
383,this
384,working
385,lessen
386,environmental
387,skills
388,to
389,live
390,for
391,I
392,during
393,hope
394,Came
395,learning
396,opportunities.
397,I
398,learning
399,like-minded
400,of
401,at
402,concepts
403,have
404,and
405,also
406,I
407,the
408,in
409,wanted
410,both
411,forward
412,systems
413,with
414,understand
415,I
416,all
417,join
418,approach
419,to
420,supported
421,career
422,that
423,it's
424,program.
425,a
426,solver.
427,issues
428,stoked
429,by
430,peers
431,in
432,together
433,I
434,I
435,I
436,am
437,with
438,that
439,on
440,have
441,The
442,social
443,Contribute
444,make
445,students
446,programs
447,it
448,career
449,looking
450,career
451,new
452,of
453,being
454,the
455,impacted
456,environmental
457,project
458,the
459,environmental
460,difference
461,to
462,I
463,the
464,getting
465,it
466,back
467,could
468,and
469,in
470,and
471,The
472,setting.
473,complexities
474,I
475,know
476,environmental
477,way.
478,real
479,has
480,career
481,the
482,because
483,species
484,come
485,career
486,looking
487,projects.
488,with
489,to
490,learning
491,I
492,world
493,come
494,a
495,about
496,to
497,To
498,as
499,what
500,job
501,with
502,"skills,"
503,will
504,interdisciplinary
505,policies
506,God's
507,specifically
508,enable
509,gain
510,experienced
511,I
512,solutions
513,be
514,I
515,comprehensive
516,to
517,excited
518,to
519,so
520,"coursework,"
521,backgrounds!
522,the
523,want
524,specializations.
525,stewarding
526,because
527,about
528,I
529,me
530,fix
531,change
532,came
533,interdisciplinary
534,"about,"
535,my
536,learn
537,especially
538,in
539,to
540,and
541,in
542,"person,"
543,environmentally
544,career
545,Protecting
546,my
547,came
548,the
549,successful
550,preserve
551,setting.
552,ecosystem
553,and
554,a
555,Brennies
556,or
557,the
558,sounded
559,forward
560,like
561,"staff,"
562,environmental
563,environmental
564,my
565,good
566,nature
567,our
568,a
569,chose
570,option
571,community
572,reverse
573,such
574,perspectives
575,everyone
576,can
577,Bren
578,other
579,Bren
580,that
581,solutions
582,environmental
583,pushing
584,I
585,super
586,communicate
587,services
588,look
589,associated.
590,the
591,been
592,looked
593,I
594,that
595,the
596,I
597,others.
598,everyday
599,graduating.
600,like-minded
601,come
602,it
603,towards
604,is
605,from
606,come
607,folks
608,to
609,hard
610,skills
611,what
612,is
613,I
614,more
615,more
616,technical/scientific
617,to
618,environment
619,and
620,very
621,To
622,am
623,also
624,to
625,availability
626,to
627,to
628,while
629,The
630,diverse
631,the
632,resources
633,to
634,I
635,awesome
636,human
637,school
638,academics
639,well
640,research
641,the
642,idea
643,the
644,and
645,and
646,forward
647,big
648,capstone
649,humans
650,how
651,on
652,to
653,may
654,here
655,be
656,my
657,that
658,case
659,wisely
660,prospect
661,necessary
662,change.
663,want
664,can
665,problems
666,creating
667,forward
668,to
669,excited
670,working
671,about
672,issues.
673,how
674,at
675,Looking
676,of
677,to
678,think
679,the
680,after.
681,individuals
682,information
683,find
684,to
685,environmentalists.
686,is
687,environmental
688,decision-making
689,"backgrounds,"
690,school.
691,interdisciplinary
692,to
693,will
694,and
695,forward
696,getting
697,can
698,and
699,a
700,some
701,natural
702,environmentally
703,technical
704,"manner,"
705,and
706,Bren
707,looking
708,learning
709,on
710,"limited,"
711,others
712,can
713,scientific
714,to
715,of
716,the
717,that
718,I
719,interested
720,looking
721,"learning,"
722,further
723,my
724,I
725,the
726,will
727,my
728,that
729,to
730,learn
731,focus
732,work
733,this
734,my
735,Bren.
736,to
737,ocean
738,forward
739,and
740,am
741,that
742,the
743,need
744,works
745,a
746,Bren
747,joining
748,solutions
749,forward
750,ways.
751,career
752,Bren
753,at
754,good
755,most
756,Bren
757,outside
758,understanding
759,without
760,what
761,instead
762,is
763,for
764,it
765,world
766,exposure
767,forward
768,science
769,learning
770,I
771,the
772,called
773,use
774,could
775,etc.
776,me
777,professionals;
778,of
779,understanding
780,program.
781,to
782,passion
783,field
784,a
785,many
786,and
787,to
788,marine
789,to
790,skills
791,as
792,to
793,and
794,provide
795,in
796,🤓
797,of
798,career
799,how
800,that
801,to
802,knowledge
803,natural
804,other
805,joining
806,development
807,always
808,looking
809,between
810,to
811,I
812,related
813,to
814,an
815,that
816,to
817,our
818,my
819,on
820,passionate
821,individuals
822,want
823,projects.
824,graduating
825,to
826,that
827,providing
828,environmental
829,river
830,planet
831,towards
832,problems.
833,make
834,look
835,I
836,able
837,the
838,me
839,and
840,time
841,can
842,and
843,world
844,goes
845,excited
846,"problems,"
847,to
848,I'd
849,decided
850,will
851,experience
852,pretty
853,understand
854,population
855,coastal
856,in
857,learning
858,the
859,problem
860,looking
861,the
862,behind
863,to
864,group
865,skills
866,come
867,better
868,to
869,hands
870,Bren
871,about
872,and
873,a
874,growing
875,in
876,conservation
877,focused
878,in
879,more
880,more
881,the
882,"network,"
883,the
884,the
885,to
886,at
887,I
888,of
889,and
890,I
891,how
892,unique.
893,to
894,forward
895,to
896,I
897,background
898,see
899,towards
900,window.
901,for
902,to
903,To
904,others.
905,collaborating
906,by
907,forward
908,I
909,undergraduate
910,I'm
911,actions
912,I
913,to
914,am
915,as
916,of
917,be
918,forward
919,what
920,them
921,able
922,I
923,up
924,as
925,I
926,the
927,and
928,solutions
929,Bren
930,to
931,"work,"
932,further
933,different
934,management
935,liked
936,that
937,my
938,communicate
939,am
940,at
941,all
942,science
943,of
944,of
945,have
946,the
947,and
948,applicable
949,real
950,problem-solving
951,the
952,we
953,career
954,prior
955,science
956,it
957,looking
958,to
959,in
960,learn
961,like
962,work
963,"people,"
964,to
965,setting
966,am
967,world.
968,as
969,where
970,to
971,tools
972,both
973,team.
974,that
975,"growing,"
976,career
977,institutes
978,because
979,opportunities
980,I
981,I
982,assist
983,in
984,advance
985,here.
986,a
987,am
988,forward
989,and
990,wanted
991,harming
992,my
993,how
994,to
995,to
996,management
997,it
998,work
999,to
1000,to
1001,I
1002,issues
1003,the
1004,that
1005,very
1006,"But,"
1007,"coursework,"
1008,am
1009,making
1010,environment.
1011,and
1012,I
1013,wanted
1014,honing
1015,to
1016,degree
1017,decided
1018,to
1019,my
1020,am
1021,and
1022,through
1023,skillset.
1024,the
1025,or
1026,looking
1027,I
1028,change
1029,to
1030,of
1031,pretty
1032,in
1033,help
1034,to
1035,unique
1036,forward
1037,am
1038,protecting
1039,jobs
1040,networking
1041,learn
1042,classes
1043,give
1044,to
1045,the
1046,creatures.
1047,I
1048,job
1049,of
1050,had
1051,"on,"
1052,I
1053,decided
1054,"science,"
1055,previous
1056,to
1057,the
1058,way)
1059,to
1060,care
1061,to
1062,reasoning
1063,with
1064,much
1065,to
1066,all
1067,around
1068,to
1069,just
1070,positive
1071,I
1072,to
1073,Bren
1074,based
1075,past.
1076,an
1077,to
1078,of
1079,chose
1080,qualified
1081,"problems,"
1082,to
1083,to
1084,hope
1085,public
1086,to
1087,because
1088,multidisciplinary
1089,that
1090,to
1091,answer
1092,I
1093,Bren
1094,with
1095,take
1096,forward
1097,"systems,"
1098,looking
1099,the
1100,effect
1101,deeper
1102,am
1103,chose
1104,because
1105,studies–
1106,came
1107,career.
1108,my
1109,the
1110,here
1111,as
1112,"social,"
1113,can
1114,nerd
1115,ecosystems
1116,I
1117,to
1118,had
1119,attend
1120,of
1121,to
1122,you
1123,in
1124,and
1125,well
1126,behind
1127,was
1128,environmental
1129,view.
1130,career
1131,of
1132,"need,"
1133,to
1134,other
1135,environmental
1136,for
1137,connections
1138,chose
1139,my
1140,within
1141,solutions
1142,the
1143,lives
1144,as
1145,different
1146,environmental
1147,to
1148,in
1149,the
1150,due
1151,interdisciplinary
1152,management
1153,surrounded
1154,forward
1155,more
1156,of
1157,how
1158,I
1159,science
1160,some
1161,area
1162,class
1163,varying
1164,I
1165,know
1166,career
1167,to
1168,also
1169,policy
1170,different
1171,those
1172,(environmental
1173,design!
1174,new
1175,in
1176,equip
1177,my
1178,team.
1179,pressing
1180,environment.
1181,professional
1182,the
1183,to
1184,and
1185,balance
1186,experience
1187,as
1188,improve
1189,to
1190,looking
1191,group/team.
1192,Bren
1193,to
1194,in
1195,as
1196,marine
1197,that
1198,I
1199,fix
1200,focus.
1201,"business,"
1202,to
1203,are
1204,better
1205,better
1206,I
1207,look
1208,corporate
1209,and
1210,wanted
1211,communications
1212,focused
1213,working
1214,hoping
1215,protecting
1216,in
1217,I’m
1218,feeling
1219,wanted
1220,many
1221,I
1222,get
1223,to
1224,people
1225,had
1226,and
1227,and
1228,the
1229,what
1230,It
1231,to
1232,ocean
1233,I
1234,by
1235,am
1236,building
1237,looking
1238,likely
1239,come
1240,myself
1241,searches.
1242,use
1243,strategies.I
1244,and
1245,in
1246,most
1247,where
1248,advancing
1249,doing
1250,skills
1251,by
1252,outside
1253,ESM
1254,big
1255,looking
1256,my
1257,the
1258,looking
1259,our
1260,I
1261,I
1262,because
1263,to
1264,to
1265,very
1266,competitive
1267,lot
1268,interdisiplinary
1269,but
1270,students.
1271,the
1272,looking
1273,"environment,"
1274,my
1275,to
1276,environmental
1277,to
1278,I
1279,in
1280,we
1281,the
1282,a
1283,on
1284,sustainable
1285,a
1286,be
1287,further
1288,a
1289,Bren
1290,The
1291,to
1292,to
1293,is
1294,my
1295,I
1296,to
1297,my
1298,getting
1299,career
1300,well-established
1301,the
1302,resources
1303,to
1304,for
1305,learning
1306,myself
1307,cohort
1308,place.
1309,environmental
1310,environment.
1311,management
1312,I'm
1313,will
1314,importance
1315,I
1316,came
1317,to
1318,am
1319,to
1320,the
1321,enter
1322,of
1323,being
1324,protecting
1325,to
1326,I
1327,Bren
1328,"Also,"
1329,an
1330,a
1331,reenter
1332,on
1333,myself
1334,most
1335,interdisciplinary
1336,in
1337,field
1338,more
1339,of
1340,is
1341,but
1342,the
1343,to
1344,in
1345,learning
1346,and
1347,a
1348,in
1349,in
1350,am
1351,an
1352,a
1353,want
1354,a
1355,to
1356,Bren
1357,private
1358,the
1359,it
1360,the
1361,I
1362,to
1363,because
1364,knowledge
1365,and
1366,gaining
1367,the
1368,to
1369,forward
1370,a
1371,doing
1372,program
1373,seems
1374,liked
1375,am
1376,to
1377,quantitative
1378,take
1379,come
1380,to
1381,this
1382,resources
1383,gain
1384,learning
1385,Bren
1386,to
1387,to
1388,classes
1389,building
1390,chance
1391,technical
1392,focus.
1393,Gain
1394,to
1395,protect
1396,are
1397,interdisciplinarity
1398,issues
1399,who
1400,the
1401,community.
1402,and
1403,policies
1404,courses
1405,being
1406,be
1407,passionate
1408,work
1409,the
1410,work
1411,and
1412,so
1413,our
1414,focus
1415,understanding
1416,that
1417,exploring
1418,I'm
1419,to
1420,Being
1421,a
1422,research
1423,to
1424,help
1425,"interests,"
1426,looking
1427,a
1428,individuals.
1429,during
1430,environmental
1431,with
1432,I
1433,most
1434,eager
1435,am
1436,management
1437,and
1438,these
1439,looking
1440,about
1441,me
1442,undergrad
1443,learning
1444,fascinated
1445,many
1446,of
1447,real-world
1448,I'm
1449,better
1450,broad
1451,to
1452,looking
1453,want
1454,how
1455,being
1456,sciences
1457,solve
1458,and
1459,"support,"
1460,looking
1461,but
1462,getting
1463,a
1464,for
1465,and
1466,to
1467,Bren
1468,the
1469,amazing
1470,the
1471,wanted
1472,Bren
1473,chose
1474,skills
1475,like
1476,I'm
1477,Bren.
1478,forward
1479,this
1480,to
1481,environmental
1482,focus
1483,develop
1484,research
1485,I
1486,to
1487,because
1488,science
1489,I
1490,professional
1491,earth
1492,a
1493,relation
1494,receive
1495,oceanic
1496,critical
1497,in
1498,I
1499,specific
1500,our
1501,part
1502,be
1503,on
1504,myself
1505,politics
1506,Bren
1507,broader
1508,I'm
1509,environmental
1510,number
1511,change.
1512,to
1513,the
1514,how
1515,will
1516,about
1517,within
1518,harming
1519,water
1520,degree.
1521,path.
1522,learn
1523,am
1524,I
1525,findings
1526,excited
1527,and
1528,career
1529,too
1530,network
1531,quality
1532,how
1533,nature
1534,a
1535,faces.
1536,about
1537,to
1538,emphasis
1539,The
1540,building
1541,interconnection
1542,point
1543,people.
1544,environment.
1545,to
1546,a
1547,in
1548,future
1549,osmosis
1550,Bren
1551,to
1552,to
1553,to
1554,have
1555,is
1556,climate
1557,on
1558,your
1559,environmental
1560,with
1561,after
1562,to
1563,application
1564,also
1565,environmental
1566,toward
1567,"team,"
1568,career
1569,can
1570,policy-making.
1571,forward
1572,next
1573,I
1574,and
1575,how
1576,study
1577,come
1578,is
1579,that
1580,make
1581,communicate
1582,issue
1583,pursue
1584,try
1585,represents
1586,To
1587,most
1588,topic
1589,go
1590,Professional
1591,me
1592,to
1593,through
1594,help
1595,will
1596,my
1597,I
1598,necessary.
1599,change
1600,Bren.
1601,forward
1602,to
1603,are
1604,current
1605,through
1606,planet
1607,eco-venture
1608,Bren
1609,and
1610,along
1611,for
1612,I
1613,degree
1614,and
1615,most
1616,interdisciplinary
1617,I
1618,to
1619,bringing
1620,friendships
1621,is
1622,the
1623,skills
1624,interdisciplinary
1625,looking
1626,more
1627,as
1628,forward
1629,ability
1630,amount
1631,field
1632,make
1633,passionate
1634,foundational
1635,of
1636,to
1637,rigourous
1638,I
1639,looking
1640,I
1641,environment.
1642,learning
1643,and
1644,I'm
1645,forward
1646,during
1647,new
1648,future
1649,I
1650,my
1651,interdisciplinary
1652,passionate
1653,forward
1654,more
1655,learn
1656,had
1657,corporate
1658,its
1659,backgrounds.
1660,was
1661,Bren
1662,from
1663,to
1664,technical
1665,looking
1666,things
1667,and
1668,ability
1669,for
1670,and
1671,future.
1672,skills
1673,analysis
1674,the
1675,about
1676,environmental
1677,"ideas,"
1678,and
1679,forward
1680,to
1681,path.
1682,am
1683,various
1684,and
1685,learn
1686,the
1687,ability
1688,with
1689,convey
1690,exposed
1691,the
1692,to
1693,are
1694,Bren
1695,to
1696,to
1697,skills
1698,so
1699,in
1700,interest
1701,Comms
1702,which
1703,is
1704,a
1705,climate
1706,better
1707,change.
1708,sustainable
1709,I
1710,I'm
1711,which
1712,am
1713,my
1714,of
1715,from
1716,the
1717,I
1718,dedicated
1719,of
1720,"processes,"
1721,the
1722,all
1723,sustainable.
1724,field
1725,Science.
1726,to
1727,will
1728,to
1729,interdisciplinary
1730,and
1731,and
1732,a
1733,tough
1734,Bren
1735,wanted
1736,people
1737,wanting
1738,challenged
1739,take
1740,and
1741,I
1742,more
1743,skills
1744,impact
1745,my
1746,excited
1747,topics
1748,helping
1749,along
1750,I
1751,I'm
1752,and
1753,understand.
1754,approach
1755,learning
1756,I
1757,explain
1758,expand
1759,Becoming
1760,my
1761,about
1762,interdisciplinary
1763,finding
1764,requires
1765,combat
1766,all
1767,Bren
1768,It
1769,to
1770,career
1771,the
1772,to
1773,again.
1774,on
1775,at
1776,(in
1777,humans
1778,decided
1779,project
1780,my
1781,because
1782,green
1783,I
1784,to
1785,people
1786,-
1787,I
1788,better
1789,environment.
1790,for
1791,in
1792,career.
1793,lasting
1794,a
1795,lots
1796,of
1797,am
1798,systems
1799,connections
1800,me
1801,of
1802,and
1803,"pollution,"
1804,best.
1805,of
1806,decided
1807,program's
1808,more
1809,that
1810,decided
1811,academically
1812,narrow
1813,alongside
1814,Bren
1815,and
1816,Bren
1817,society.
1818,wanted
1819,seminars
1820,I
1821,prepare
1822,you
1823,the
1824,on
1825,how
1826,and
1827,I
1828,Bren
1829,a
1830,program
1831,learn
1832,I
1833,to
1834,that
1835,most
1836,how
1837,fight
1838,education!
1839,between
1840,The
1841,structure.
1842,to
1843,in
1844,and
1845,to
1846,be
1847,influences
1848,I
1849,the
1850,contribute
1851,my
1852,that
1853,the
1854,an
1855,all
1856,who
1857,push
1858,am
1859,to
1860,topics
1861,and
1862,to
1863,always
1864,in
1865,environmental
1866,job
1867,path
1868,can
1869,and
1870,I
1871,a
1872,in
1873,I
1874,management
1875,program
1876,and
1877,network
1878,field
1879,makes
1880,to
1881,to
1882,network
1883,world
1884,difference.
1885,and
1886,setting
1887,the
1888,problems
1889,the
1890,peers
1891,is
1892,educated
1893,I
1894,Career
1895,help
1896,am
1897,a
1898,and
1899,my
1900,be
1901,I
1902,job
1903,"well-being,"
1904,will
1905,community
1906,management
1907,do
1908,think
1909,on
1910,that
1911,and
1912,field
1913,environmental
1914,because
1915,prepare
1916,to
1917,in
1918,from
1919,community
1920,good
1921,it
1922,to
1923,"management,"
1924,I
1925,that
1926,to
1927,The
1928,came
1929,the
1930,liked
1931,time
1932,forward
1933,"curriculum,"
1934,of
1935,topics
1936,with
1937,passion.
1938,"level,"
1939,my
1940,"Bren,"
1941,marine
1942,impractical
1943,to
1944,decide
1945,goal.
1946,Bren
1947,being
1948,and
1949,nature
1950,most
1951,being
1952,ultimately
1953,becoming
1954,a
1955,to
1956,by
1957,solutions.
1958,accurately
1959,or
1960,management.
1961,how
1962,understanding
1963,who
1964,Bren.
1965,it.
1966,am
1967,habits
1968,I
1969,have
1970,connections
1971,bad
1972,climate
1973,beginning
1974,leader
1975,I
1976,looking
1977,water
1978,looking
1979,and
1980,-
1981,action–
1982,to
1983,areas
1984,research
1985,and
1986,on
1987,affect
1988,more
1989,approach
1990,excited
1991,process.
1992,get
1993,I
1994,to
1995,environmental
1996,in
1997,much
1998,a
1999,marine
2000,and
2001,am
2002,is
2003,of
2004,learning
2005,specifically
2006,scientific
2007,quantitative
2008,I
2009,myself
2010,eco-e
2011,minded
2012,I'm
2013,lean
2014,environmental
2015,effectively
2016,biggest
2017,forward
2018,GIS.
2019,I'm
2020,advanced
2021,will
2022,from
2023,science
2024,getting
2025,sector.
2026,Environmental
2027,had
2028,the
2029,I'm
2030,makes
2031,to
2032,good
2033,because
2034,group
2035,and
2036,from
2037,towards
2038,my
2039,of
2040,focus
2041,environmental
2042,the
2043,meeting
2044,towards
2045,of
2046,(the
2047,issues
2048,elevate
2049,specializations.
2050,to
2051,into
2052,environment.
2053,forward
2054,markets
2055,interdisciplinary
2056,technical
2057,solutions
2058,"world,"
2059,"solutions,"
2060,yet.
2061,a
2062,to
2063,had
2064,environmental
2065,create
2066,technical
2067,from
2068,effective
2069,the
2070,reasons!
2071,everything
2072,a
2073,I
2074,the
2075,students
2076,technical
2077,learning
2078,a
2079,like
2080,like-minded
2081,problems.
2082,and
2083,policy
2084,forward
2085,to
2086,I'm
2087,excited
2088,of
2089,forward
2090,"people,"
2091,for
2092,yet
2093,am
2094,Most
2095,to
2096,in
2097,a
2098,I'm
2099,how
2100,have
2101,not
2102,Obtain
2103,here.
2104,me.
2105,gain
2106,backgrounds
2107,prepare
2108,in
2109,forward
2110,who
2111,an
2112,science
2113,I
2114,people
2115,my
2116,don't
2117,into
2118,the
2119,conservation
2120,looking
2121,"environment,"
2122,deterioration
2123,encompass
2124,decided
2125,I
2126,work
